mouse_ensembl_gene,times_equal_or_more_extreme,p,mouse_symbol,q,aPD1_H_21,aPD1_S_69,aPD1_90,untreated_H_79,untreated_S_27,untreated_106
ENSMUSG00000050505,1000000,1.0,Pcdh20,1.0,0,0,0,0,0,0
ENSMUSG00000050511,1000000,1.0,Oprd1,1.0,0,0,0,0,0,0
ENSMUSG00000050520,1000000,1.0,Cldn8,1.0,0,0,0,0,0,0
ENSMUSG00000050530,497202,0.4972025027974972,Fam171a1,1.0,0,0,0,3,0,3
ENSMUSG00000050541,1000000,1.0,Adra1b,1.0,0,0,0,0,0,0
ENSMUSG00000050545,1000000,1.0,Fam228b,1.0,0,0,0,0,0,0
ENSMUSG00000050549,1000000,1.0,Fam241a,1.0,0,0,0,0,0,0
ENSMUSG00000050552,1000000,1.0,Lamtor4,1.0,0,0,0,0,0,0
ENSMUSG00000050553,1000000,1.0,Gk2,1.0,0,0,0,0,0,0
ENSMUSG00000050555,1000000,1.0,Hyls1,1.0,0,0,0,0,0,0
ENSMUSG00000050556,1000000,1.0,Kcnb1,1.0,0,0,0,0,0,0
ENSMUSG00000050558,1000000,1.0,Prokr2,1.0,0,0,0,0,0,0
ENSMUSG00000050565,1000000,1.0,Tor1aip2,1.0,0,0,0,1,0,1
ENSMUSG00000050567,1000000,1.0,Maml1,1.0,0,0,0,0,0,0
ENSMUSG00000050577,1000000,1.0,Olfr1038-ps,1.0,0,0,0,0,0,0
ENSMUSG00000050578,1000000,1.0,Mmp13,1.0,0,0,0,0,0,0
ENSMUSG00000050587,718643,0.7186432813567186,Lrrc4c,1.0,0,1,1,0,0,0
ENSMUSG00000050592,1000000,1.0,Fam78a,1.0,0,0,0,0,0,0
ENSMUSG00000050600,1000000,1.0,Zfp831,1.0,0,0,0,0,0,0
ENSMUSG00000050605,1000000,1.0,Zfp61,1.0,0,0,0,0,0,0
ENSMUSG00000050608,719253,0.7192532807467192,Micos10,1.0,0,1,1,0,0,0
ENSMUSG00000050612,1000000,1.0,Txndc2,1.0,0,0,0,0,0,0
ENSMUSG00000050613,1000000,1.0,Olfr125,1.0,0,0,0,0,0,0
ENSMUSG00000050619,1000000,1.0,Zscan29,1.0,0,0,0,0,0,0
ENSMUSG00000050623,1000000,1.0,Catsperz,1.0,0,0,0,0,0,0
ENSMUSG00000050627,1000000,1.0,Gpd1l,1.0,0,0,0,0,0,0
ENSMUSG00000050628,1000000,1.0,Ubald2,1.0,0,0,0,0,0,0
ENSMUSG00000050640,1000000,1.0,Tmem150c,1.0,0,0,0,0,0,0
ENSMUSG00000050641,1000000,1.0,BC048562,1.0,0,0,0,0,0,0
ENSMUSG00000050645,1000000,1.0,Defb19,1.0,0,0,0,0,0,0
ENSMUSG00000050663,515684,0.5156844843155157,Trhde,1.0,0,2,2,0,0,0
ENSMUSG00000050666,1000000,1.0,Vstm4,1.0,0,0,0,1,0,1
ENSMUSG00000050668,1000000,1.0,Gpatch11,1.0,0,0,0,0,0,0
ENSMUSG00000050671,1000000,1.0,Ism2,1.0,0,0,0,0,0,0
ENSMUSG00000050675,1000000,1.0,Gp1ba,1.0,0,0,0,0,0,0
ENSMUSG00000050677,1000000,1.0,Ccdc96,1.0,0,0,0,0,0,0
ENSMUSG00000050685,1000000,1.0,Ccdc54,1.0,0,0,0,0,0,0
ENSMUSG00000050697,1000000,1.0,Prkaa1,1.0,0,0,0,0,0,0
ENSMUSG00000050700,1000000,1.0,Emilin3,1.0,0,0,0,0,0,0
ENSMUSG00000050705,1000000,1.0,2310061I04Rik,1.0,0,0,0,0,0,0
ENSMUSG00000050708,1000000,1.0,Ftl1,1.0,0,0,0,0,0,0
ENSMUSG00000050711,1000000,1.0,Scg2,1.0,0,0,0,0,0,0
ENSMUSG00000050714,1000000,1.0,Zbtb26,1.0,0,0,0,0,0,0
ENSMUSG00000050721,1000000,1.0,Plekho2,1.0,0,0,0,0,0,0
ENSMUSG00000050730,1000000,1.0,Arhgap42,1.0,1,0,1,1,0,1
ENSMUSG00000050732,1000000,1.0,Vamp8,1.0,0,0,0,0,0,0
ENSMUSG00000050737,1000000,1.0,Ptges,1.0,0,0,0,0,0,0
ENSMUSG00000050742,1000000,1.0,Olfr164,1.0,0,0,0,0,0,0
ENSMUSG00000050747,1000000,1.0,Trim15,1.0,0,0,0,0,0,0
ENSMUSG00000050751,1000000,1.0,Pgbd5,1.0,0,0,0,0,0,0
ENSMUSG00000050761,1000000,1.0,Gp1bb,1.0,0,0,0,0,0,0
ENSMUSG00000050762,1000000,1.0,Prss27,1.0,0,0,0,0,0,0
ENSMUSG00000050777,1000000,1.0,Tmem37,1.0,0,0,0,0,0,0
ENSMUSG00000050783,1000000,1.0,Htr1f,1.0,0,0,0,0,0,0
ENSMUSG00000050786,1000000,1.0,Ccdc126,1.0,0,0,0,0,0,0
ENSMUSG00000050788,1000000,1.0,Olfr419,1.0,0,0,0,0,0,0
ENSMUSG00000050796,1000000,1.0,B3galt6,1.0,0,0,0,0,0,0
ENSMUSG00000050799,1000000,1.0,Hist1h2ba,1.0,0,0,0,0,0,0
ENSMUSG00000050808,1000000,1.0,Muc15,1.0,0,0,0,0,0,0
ENSMUSG00000050812,718552,0.7185522814477185,Ecpas,1.0,0,1,1,0,0,0
ENSMUSG00000050821,1000000,1.0,Fam131a,1.0,0,0,0,0,0,0
ENSMUSG00000050822,1000000,1.0,Slc29a4,1.0,0,0,0,0,0,0
ENSMUSG00000050824,1000000,1.0,Sstr5,1.0,0,0,0,0,0,0
ENSMUSG00000050830,591176,0.5911764088235911,Vwc2,1.0,0,0,0,0,2,2
ENSMUSG00000050840,143125,0.14312585687414311,Cdh20,1.0,0,0,0,3,1,4
ENSMUSG00000050846,1000000,1.0,Zfp623,1.0,0,0,0,0,0,0
ENSMUSG00000050853,1000000,1.0,Olfr958,1.0,0,0,0,0,0,0
ENSMUSG00000050854,1000000,1.0,Tmem125,1.0,0,0,0,0,0,0
ENSMUSG00000050856,1000000,1.0,Atp5k,1.0,0,0,0,0,0,0
ENSMUSG00000050860,1000000,1.0,Phospho1,1.0,0,0,0,0,0,0
ENSMUSG00000050866,1000000,1.0,Clrn3,1.0,0,0,0,0,0,0
ENSMUSG00000050875,719288,0.7192882807117192,Minar2,1.0,0,1,1,0,0,0
ENSMUSG00000050890,1000000,1.0,Pdik1l,1.0,0,0,0,0,0,0
ENSMUSG00000050891,1000000,1.0,Tatdn1,1.0,0,0,0,0,0,0
ENSMUSG00000050896,1000000,1.0,Rtn4rl2,1.0,0,0,0,0,0,0
ENSMUSG00000050901,1000000,1.0,Mtnr1b,1.0,0,0,0,0,0,0
ENSMUSG00000050908,1000000,1.0,Tvp23a,1.0,0,0,0,0,0,0
ENSMUSG00000050910,1000000,1.0,Cdr2l,1.0,0,0,0,0,0,0
ENSMUSG00000050912,1000000,1.0,Tmem123,1.0,0,0,0,0,0,0
ENSMUSG00000050914,1000000,1.0,Ankrd37,1.0,0,0,0,0,0,0
ENSMUSG00000050917,1000000,1.0,Fgf4,1.0,0,0,0,0,0,0
ENSMUSG00000050919,210311,0.21031178968821032,Zfp366,1.0,1,0,1,0,0,0
ENSMUSG00000050921,1000000,1.0,P2ry10,1.0,0,0,0,0,0,0
ENSMUSG00000050926,1000000,1.0,Dcaf12l2,1.0,0,0,0,0,0,0
ENSMUSG00000050930,1000000,1.0,Map10,1.0,0,0,0,0,0,0
ENSMUSG00000050931,1000000,1.0,Sgms2,1.0,0,0,0,1,0,1
ENSMUSG00000050944,1000000,1.0,Efcab5,1.0,0,0,0,0,0,0
ENSMUSG00000050945,1000000,1.0,Zfp438,1.0,0,0,0,0,0,0
ENSMUSG00000050947,1000000,1.0,Amigo1,1.0,0,0,0,0,0,0
ENSMUSG00000050953,1000000,1.0,Gja1,1.0,0,0,0,0,1,1
ENSMUSG00000050954,1000000,1.0,Zfp169,1.0,0,0,0,0,0,0
ENSMUSG00000050957,1000000,1.0,Insl6,1.0,0,0,0,0,0,0
ENSMUSG00000050963,1000000,1.0,Kcns2,1.0,0,0,0,0,0,0
ENSMUSG00000050965,259264,0.2592647407352593,Prkca,1.0,1,2,3,1,0,1
ENSMUSG00000050966,1000000,1.0,Lin28a,1.0,0,0,0,0,0,0
ENSMUSG00000050967,1000000,1.0,Creg2,1.0,0,0,0,0,0,0
ENSMUSG00000050973,1000000,1.0,Gdpgp1,1.0,0,0,0,0,0,0
ENSMUSG00000050989,1000000,1.0,Selenon,1.0,0,0,0,0,0,0
ENSMUSG00000050994,514504,0.5145044854955145,Adgb,1.0,0,2,2,0,0,0
ENSMUSG00000050996,1000000,1.0,Cetn1,1.0,0,0,0,0,0,0
ENSMUSG00000051000,1000000,1.0,Fam160a1,1.0,0,0,0,1,0,1
ENSMUSG00000051003,1000000,1.0,Olfr161,1.0,0,0,0,0,0,0
ENSMUSG00000051007,1000000,1.0,Gatd1,1.0,0,0,0,0,0,0
ENSMUSG00000051022,718243,0.7182432817567183,Hs3st1,1.0,0,1,1,0,0,0
ENSMUSG00000051036,1000000,1.0,Ttc24,1.0,0,0,0,0,0,0
ENSMUSG00000051041,1000000,1.0,Olfml1,1.0,0,0,0,0,0,0
ENSMUSG00000051043,1000000,1.0,Gprc5c,1.0,0,0,0,0,0,0
ENSMUSG00000051048,1000000,1.0,P4ha3,1.0,0,0,0,0,0,0
ENSMUSG00000051050,1000000,1.0,Spink14,1.0,0,0,0,0,0,0
ENSMUSG00000051056,1000000,1.0,Gja10,1.0,0,0,0,0,0,0
ENSMUSG00000051062,1000000,1.0,Fbll1,1.0,0,0,0,0,0,0
ENSMUSG00000051065,1000000,1.0,Mb21d2,1.0,0,0,0,0,0,0
ENSMUSG00000051067,1000000,1.0,Lingo3,1.0,0,0,0,0,0,0
ENSMUSG00000051076,1000000,1.0,Vtcn1,1.0,0,0,0,0,0,0
ENSMUSG00000051079,1000000,1.0,Rgs13,1.0,0,0,0,0,0,0
ENSMUSG00000051095,1000000,1.0,Olfr986,1.0,0,0,0,0,0,0
ENSMUSG00000051098,1000000,1.0,Mblac2,1.0,0,0,0,0,0,0
ENSMUSG00000051111,1000000,1.0,Sv2c,1.0,0,0,0,0,0,0
ENSMUSG00000051113,1000000,1.0,Fam71e1,1.0,0,0,0,0,0,0
ENSMUSG00000051136,1000000,1.0,Ghsr,1.0,0,0,0,0,0,0
ENSMUSG00000051146,1000000,1.0,Camk2n2,1.0,0,0,0,0,0,0
ENSMUSG00000051147,1000000,1.0,Nat2,1.0,0,0,0,0,0,0
ENSMUSG00000051149,1000000,1.0,Adnp,1.0,0,0,0,0,0,0
ENSMUSG00000051154,1000000,1.0,Commd3,1.0,0,0,0,0,0,0
ENSMUSG00000051159,1000000,1.0,Cited1,1.0,0,0,0,0,0,0
ENSMUSG00000051166,1000000,1.0,Eml5,1.0,0,0,0,0,0,0
ENSMUSG00000051169,1000000,1.0,Rpusd3,1.0,0,0,0,0,0,0
ENSMUSG00000051176,1000000,1.0,Zfp42,1.0,0,0,0,0,0,0
ENSMUSG00000051177,718366,0.7183662816337184,Plcb1,1.0,0,1,1,0,0,0
ENSMUSG00000051180,1000000,1.0,Olfr522,1.0,0,0,0,0,0,0
ENSMUSG00000051184,1000000,1.0,Zfp524,1.0,0,0,0,0,0,0
ENSMUSG00000051185,1000000,1.0,Fam174a,1.0,0,0,0,0,0,0
ENSMUSG00000051190,1000000,1.0,Olfr1356,1.0,0,0,0,0,0,0
ENSMUSG00000051207,1000000,1.0,Mrgprd,1.0,0,0,0,0,0,0
ENSMUSG00000051209,1000000,1.0,Gpr119,1.0,0,0,0,0,0,0
ENSMUSG00000051212,1000000,1.0,Gpr183,1.0,0,0,0,0,0,0
ENSMUSG00000051220,1000000,1.0,Ercc6l,1.0,0,0,0,0,0,0
ENSMUSG00000051223,1000000,1.0,Bzw1,1.0,0,0,0,0,0,0
ENSMUSG00000051224,1000000,1.0,Tceanc,1.0,0,0,0,0,0,0
ENSMUSG00000051225,1000000,1.0,Fam83a,1.0,0,0,0,0,0,0
ENSMUSG00000051228,1000000,1.0,Nyx,1.0,0,0,0,0,0,0
ENSMUSG00000051232,1000000,1.0,Tmem199,1.0,0,0,0,0,0,0
ENSMUSG00000051234,1000000,1.0,Rnf7,1.0,0,0,0,0,0,0
ENSMUSG00000051235,1000000,1.0,Gen1,1.0,0,0,0,0,0,0
ENSMUSG00000051236,1000000,1.0,Msrb3,1.0,0,0,0,0,0,0
ENSMUSG00000051238,1000000,1.0,Swsap1,1.0,0,0,0,0,0,0
ENSMUSG00000051243,1000000,1.0,Islr2,1.0,0,0,0,0,0,0
ENSMUSG00000051246,1000000,1.0,Msantd1,1.0,0,0,0,0,0,0
ENSMUSG00000051251,1000000,1.0,Nhlh1,1.0,0,0,0,0,0,0
ENSMUSG00000051256,1000000,1.0,Jagn1,1.0,0,0,0,0,0,0
ENSMUSG00000051276,1000000,1.0,Actrt2,1.0,0,0,0,0,0,0
ENSMUSG00000051278,718117,0.7181172818827182,Zgrf1,1.0,0,1,1,0,0,0
ENSMUSG00000051279,1000000,1.0,Gdf6,1.0,0,0,0,0,0,0
ENSMUSG00000051285,1000000,1.0,Pcmtd1,1.0,0,0,0,0,0,0
ENSMUSG00000051306,1000000,1.0,Usp42,1.0,0,0,0,0,0,0
ENSMUSG00000051314,1000000,1.0,Ffar2,1.0,0,0,0,0,0,0
ENSMUSG00000051316,1000000,1.0,Taf7,1.0,0,0,0,0,0,0
ENSMUSG00000051319,1000000,1.0,Mtln,1.0,0,0,0,0,0,0
ENSMUSG00000051323,1000000,1.0,Pcdh19,1.0,0,1,1,1,0,1
ENSMUSG00000051329,1000000,1.0,Nup160,1.0,0,0,0,0,0,0
ENSMUSG00000051331,830651,0.8306511693488307,Cacna1c,1.0,0,2,2,0,1,1
ENSMUSG00000051335,1000000,1.0,Gfod1,1.0,0,0,0,0,0,0
ENSMUSG00000051339,458675,0.4586755413244587,2900026A02Rik,1.0,1,1,2,1,0,1
ENSMUSG00000051343,1000000,1.0,Rab11fip5,1.0,0,0,0,0,0,0
ENSMUSG00000051344,1000000,1.0,Plekhm3,1.0,0,0,0,0,0,0
ENSMUSG00000051346,1000000,1.0,Spryd4,1.0,0,0,0,0,0,0
ENSMUSG00000051351,1000000,1.0,Zfp46,1.0,0,0,0,0,0,0
ENSMUSG00000051354,718952,0.7189522810477189,Samd3,1.0,0,1,1,0,0,0
ENSMUSG00000051355,1000000,1.0,Commd1,1.0,0,0,0,1,0,1
ENSMUSG00000051359,514881,0.5148814851185148,Ncald,1.0,0,2,2,0,0,0
ENSMUSG00000051362,1000000,1.0,Olfr589,1.0,0,0,0,0,0,0
ENSMUSG00000051367,1000000,1.0,Six1,1.0,0,0,0,0,0,0
ENSMUSG00000051373,1000000,1.0,Plpp7,1.0,0,0,0,0,0,0
ENSMUSG00000051375,1000000,1.0,Pcdh1,1.0,0,0,0,0,0,0
ENSMUSG00000051378,1000000,1.0,Kif18b,1.0,0,0,0,0,0,0
ENSMUSG00000051379,1000000,1.0,Flrt3,1.0,0,0,0,0,0,0
ENSMUSG00000051390,1000000,1.0,Zbtb22,1.0,0,0,0,0,0,0
ENSMUSG00000051391,1000000,1.0,Ywhag,1.0,0,0,0,0,0,0
ENSMUSG00000051397,1000000,1.0,Tacstd2,1.0,0,0,0,0,0,0
ENSMUSG00000051401,1000000,1.0,Kctd16,1.0,1,0,1,1,0,1
ENSMUSG00000051403,1000000,1.0,Ppp1r37,1.0,0,0,0,0,0,0
ENSMUSG00000051413,1000000,1.0,Plagl2,1.0,0,0,0,0,0,0
ENSMUSG00000051427,1000000,1.0,Ccdc157,1.0,0,0,0,0,0,0
ENSMUSG00000051431,1000000,1.0,Gpr87,1.0,0,0,0,0,0,0
ENSMUSG00000051435,513847,0.5138474861525139,Fhad1,1.0,0,2,2,0,0,0
ENSMUSG00000051437,1000000,1.0,Ubqlnl,1.0,0,0,0,0,0,0
ENSMUSG00000051439,1000000,1.0,Cd14,1.0,0,0,0,0,0,0
ENSMUSG00000051444,1000000,1.0,Bbs12,1.0,0,0,0,0,0,0
ENSMUSG00000051451,1000000,1.0,Crebzf,1.0,0,0,0,0,0,0
ENSMUSG00000051452,1000000,1.0,Gm11437,1.0,0,0,0,0,0,0
ENSMUSG00000051455,1000000,1.0,Meioc,1.0,0,0,0,0,0,0
ENSMUSG00000051456,1000000,1.0,Hspb3,1.0,0,0,0,0,0,0
ENSMUSG00000051457,1000000,1.0,Spn,1.0,0,0,0,0,0,0
ENSMUSG00000051469,1000000,1.0,Zfp24,1.0,0,0,0,0,0,0
ENSMUSG00000051483,1000000,1.0,Cbr1,1.0,0,0,0,0,0,0
ENSMUSG00000051490,1000000,1.0,Foxd4,1.0,0,0,0,0,0,0
ENSMUSG00000051495,1000000,1.0,Irf2bp2,1.0,0,0,0,0,0,0
ENSMUSG00000051497,1000000,1.0,Kcnj16,1.0,0,0,0,0,0,0
ENSMUSG00000051498,1000000,1.0,Tlr6,1.0,0,0,0,0,0,0
ENSMUSG00000051499,1000000,1.0,Zfp786,1.0,0,0,0,0,0,0
ENSMUSG00000051502,1000000,1.0,Ufsp1,1.0,0,0,0,0,0,0
ENSMUSG00000051506,718351,0.7183512816487183,Wdfy4,1.0,0,1,1,0,0,0
ENSMUSG00000051509,1000000,1.0,Olfr414,1.0,0,0,0,0,0,0
ENSMUSG00000051510,1000000,1.0,Mafg,1.0,0,0,0,0,0,0
ENSMUSG00000051515,1000000,1.0,Fam181b,1.0,0,0,0,0,0,0
ENSMUSG00000051517,1000000,1.0,Arhgef39,1.0,0,0,0,0,0,0
ENSMUSG00000051518,1000000,1.0,Rps19bp1,1.0,0,0,0,0,0,0
ENSMUSG00000051527,1000000,1.0,Usp29,1.0,1,0,1,1,0,1
ENSMUSG00000051528,1000000,1.0,Olfr424,1.0,0,0,0,0,0,0
ENSMUSG00000051550,1000000,1.0,Zfp579,1.0,0,0,0,0,0,0
ENSMUSG00000051557,1000000,1.0,Pusl1,1.0,0,0,0,0,0,0
ENSMUSG00000051579,1000000,1.0,Tceal8,1.0,0,0,0,0,0,0
ENSMUSG00000051582,1000000,1.0,Otud6a,1.0,0,0,0,0,0,0
ENSMUSG00000051586,1000000,1.0,Mical3,1.0,0,0,0,0,0,0
ENSMUSG00000051590,210158,0.21015878984121017,Map3k19,1.0,1,0,1,0,0,0
ENSMUSG00000051592,1000000,1.0,Ccnb3,1.0,0,0,0,0,0,0
ENSMUSG00000051593,1000000,1.0,Olfr272,1.0,0,0,0,0,0,0
ENSMUSG00000051596,1000000,1.0,Otop1,1.0,0,0,0,0,0,0
ENSMUSG00000051599,1000000,1.0,Pcdhb2,1.0,0,0,0,0,0,0
ENSMUSG00000051615,830158,0.8301581698418301,Rap2a,1.0,0,2,2,0,1,1
ENSMUSG00000051617,1000000,1.0,Krt9,1.0,0,0,0,0,0,0
ENSMUSG00000051618,1000000,1.0,Ubqln3,1.0,0,0,0,0,0,0
ENSMUSG00000051627,1000000,1.0,Hist1h1e,1.0,0,0,0,0,0,0
ENSMUSG00000051648,1000000,1.0,Kctd19,1.0,0,0,0,0,0,0
ENSMUSG00000051650,1000000,1.0,B3gnt2,1.0,0,0,0,0,0,0
ENSMUSG00000051652,1000000,1.0,Lrrc3,1.0,0,0,0,0,0,0
ENSMUSG00000051663,1000000,1.0,Pcdhb1,1.0,0,0,0,0,0,0
ENSMUSG00000051669,1000000,1.0,AU021092,1.0,0,0,0,0,0,0
ENSMUSG00000051671,1000000,1.0,Coa6,1.0,0,0,0,0,0,0
ENSMUSG00000051674,1000000,1.0,Dcun1d4,1.0,0,0,0,1,0,1
ENSMUSG00000051675,1000000,1.0,Trim32,1.0,0,0,0,0,0,0
ENSMUSG00000051682,1000000,1.0,Treml4,1.0,0,0,0,0,0,0
ENSMUSG00000051695,1000000,1.0,Pcbp1,1.0,0,0,0,0,0,0
ENSMUSG00000051703,1000000,1.0,Tmem198,1.0,0,0,0,0,0,0
ENSMUSG00000051705,1000000,1.0,Senp8,1.0,0,0,0,0,0,0
ENSMUSG00000051706,1000000,1.0,Olfr1325,1.0,0,0,0,0,0,0
ENSMUSG00000051721,1000000,1.0,Wdcp,1.0,0,0,0,0,0,0
ENSMUSG00000051726,1000000,1.0,Kcnf1,1.0,0,0,0,0,0,0
ENSMUSG00000051727,1000000,1.0,Kctd14,1.0,0,0,0,0,0,0
ENSMUSG00000051728,1000000,1.0,Fam243,1.0,0,0,0,0,0,0
ENSMUSG00000051730,1000000,1.0,Mettl5,1.0,0,0,0,0,0,0
ENSMUSG00000051735,1000000,1.0,Rinl,1.0,0,0,0,0,0,0
ENSMUSG00000051736,1000000,1.0,Fam229b,1.0,0,0,0,0,0,0
ENSMUSG00000051747,1000000,1.0,Ttn,1.0,0,0,0,0,0,0
ENSMUSG00000051768,1000000,1.0,Xrcc1,1.0,0,0,0,0,0,0
ENSMUSG00000051777,1000000,1.0,Iqcj,1.0,0,0,0,0,0,0
ENSMUSG00000051786,1000000,1.0,Tubgcp6,1.0,0,0,0,0,0,0
ENSMUSG00000051790,1000000,1.0,Nlgn2,1.0,0,0,0,0,0,0
ENSMUSG00000051811,1000000,1.0,Cox6b2,1.0,0,0,0,0,0,0
ENSMUSG00000051817,1000000,1.0,Sox12,1.0,0,0,0,0,0,0
ENSMUSG00000051839,1000000,1.0,Gypa,1.0,0,0,0,0,0,0
ENSMUSG00000051853,1000000,1.0,Arf3,1.0,0,0,0,0,0,0
ENSMUSG00000051855,1000000,1.0,Mest,1.0,0,0,0,0,0,0
ENSMUSG00000051860,1000000,1.0,Samd7,1.0,0,0,0,0,0,0
ENSMUSG00000051864,1000000,1.0,Tbc1d22a,1.0,0,0,0,0,0,0
ENSMUSG00000051879,1000000,1.0,Krt71,1.0,0,0,0,0,0,0
ENSMUSG00000051885,1000000,1.0,Olfr664,1.0,0,0,0,0,0,0
ENSMUSG00000051890,718281,0.7182812817187183,Klhdc1,1.0,0,1,1,0,0,0
ENSMUSG00000051896,1000000,1.0,Tex37,1.0,0,0,0,0,0,0
ENSMUSG00000051910,666437,0.6664373335626664,Sox6,1.0,0,3,3,2,0,2
ENSMUSG00000051917,1000000,1.0,Tas2r144,1.0,0,0,0,0,0,0
ENSMUSG00000051920,718854,0.7188542811457188,Rspo2,1.0,0,1,1,0,0,0
ENSMUSG00000051934,1000000,1.0,Spats2,1.0,0,0,0,0,0,0
ENSMUSG00000051936,1000000,1.0,Prss58,1.0,0,0,0,0,0,0
ENSMUSG00000051950,1000000,1.0,B3glct,1.0,0,0,0,0,0,0
ENSMUSG00000051951,1000000,1.0,Xkr4,1.0,0,0,0,0,0,0
ENSMUSG00000051952,1000000,1.0,Olfr371,1.0,0,0,0,0,0,0
ENSMUSG00000051956,1000000,1.0,Rnf133,1.0,0,0,0,0,0,0
ENSMUSG00000051965,1000000,1.0,Nanos2,1.0,0,0,0,0,0,0
ENSMUSG00000051977,718766,0.7187662812337188,Prdm9,1.0,0,1,1,0,0,0
ENSMUSG00000051978,1000000,1.0,Erich1,1.0,0,0,0,0,1,1
ENSMUSG00000051980,718763,0.7187632812367187,Casr,1.0,0,1,1,0,0,0
ENSMUSG00000051984,1000000,1.0,Sec31b,1.0,0,0,0,0,0,0
ENSMUSG00000051985,1000000,1.0,Igfn1,1.0,0,0,0,0,0,0
ENSMUSG00000051989,1000000,1.0,Smim11,1.0,0,0,0,0,0,0
ENSMUSG00000051998,1000000,1.0,Lax1,1.0,0,0,0,0,0,0
ENSMUSG00000052012,1000000,1.0,Olfr796,1.0,0,0,0,0,0,0
ENSMUSG00000052013,1000000,1.0,Btla,1.0,0,0,0,0,0,0
ENSMUSG00000052026,1000000,1.0,Slc6a7,1.0,0,0,0,0,0,0
ENSMUSG00000052033,1000000,1.0,Pfdn4,1.0,0,0,0,0,0,0
ENSMUSG00000052040,1000000,1.0,Klf13,1.0,0,0,0,0,0,0
ENSMUSG00000052056,718366,0.7183662816337184,Zfp217,1.0,0,1,1,0,0,0
ENSMUSG00000052062,514494,0.5144944855055145,Pard3b,1.0,0,2,2,0,0,0
ENSMUSG00000052085,1000000,1.0,Dock8,1.0,0,0,0,0,0,0
ENSMUSG00000052087,1000000,1.0,Rgs14,1.0,0,0,0,0,0,0
ENSMUSG00000052102,1000000,1.0,Gnpda1,1.0,0,0,0,0,0,0
ENSMUSG00000052105,1000000,1.0,Mtcl1,1.0,0,0,0,0,0,0
ENSMUSG00000052117,1000000,1.0,D630039A03Rik,1.0,0,0,0,0,0,0
ENSMUSG00000052133,1000000,1.0,Sema5b,1.0,0,0,0,0,0,0
ENSMUSG00000052135,1000000,1.0,Foxo6,1.0,0,0,0,0,0,0
ENSMUSG00000052139,1000000,1.0,Babam2,1.0,0,0,0,0,0,0
ENSMUSG00000052142,1000000,1.0,Rasal3,1.0,0,0,0,0,0,0
ENSMUSG00000052144,1000000,1.0,Ppp4r2,1.0,0,0,0,0,0,0
ENSMUSG00000052146,1000000,1.0,Rps10,1.0,0,0,0,0,0,0
ENSMUSG00000052151,1000000,1.0,Plpp2,1.0,0,0,0,0,0,0
ENSMUSG00000052155,665446,0.6654463345536654,Acvr2a,1.0,0,0,0,2,0,2
ENSMUSG00000052160,1000000,1.0,Pld4,1.0,0,0,0,0,0,0
ENSMUSG00000052187,1000000,1.0,Hbb-y,1.0,0,0,0,0,0,0
ENSMUSG00000052212,1000000,1.0,Cd177,1.0,0,0,0,0,0,0
ENSMUSG00000052214,1000000,1.0,Opa3,1.0,0,0,0,0,0,0
ENSMUSG00000052217,1000000,1.0,Hbb-bh1,1.0,0,0,0,0,0,0
ENSMUSG00000052221,1000000,1.0,Ppp1r36,1.0,0,0,0,0,0,0
ENSMUSG00000052229,1000000,1.0,Gpr17,1.0,0,0,0,0,0,0
ENSMUSG00000052234,1000000,1.0,Epx,1.0,0,0,0,0,0,0
ENSMUSG00000052253,1000000,1.0,Zfp622,1.0,0,0,0,1,0,1
ENSMUSG00000052270,1000000,1.0,Fpr2,1.0,0,0,0,0,0,0
ENSMUSG00000052271,1000000,1.0,Bhlha15,1.0,0,0,0,0,0,0
ENSMUSG00000052273,1000000,1.0,Dnah3,1.0,0,0,0,0,0,0
ENSMUSG00000052276,514082,0.514082485917514,Ostn,1.0,0,2,2,0,0,0
ENSMUSG00000052293,1000000,1.0,Taf9,1.0,0,0,0,0,0,0
ENSMUSG00000052296,1000000,1.0,Ppp6r1,1.0,0,0,0,0,0,0
ENSMUSG00000052298,1000000,1.0,Cdc42se2,1.0,0,0,0,0,0,0
ENSMUSG00000052299,1000000,1.0,Ltn1,1.0,0,0,0,0,0,0
ENSMUSG00000052301,1000000,1.0,Doc2a,1.0,0,0,0,0,0,0
ENSMUSG00000052302,718734,0.7187342812657187,Tbc1d30,1.0,0,1,1,0,0,0
ENSMUSG00000052310,1000000,1.0,Slc39a1,1.0,0,0,0,0,0,0
ENSMUSG00000052316,1000000,1.0,Lrrc15,1.0,0,0,0,0,0,0
ENSMUSG00000052331,719288,0.7192882807117192,Ankrd44,1.0,0,1,1,0,0,0
ENSMUSG00000052336,1000000,1.0,Cx3cr1,1.0,0,0,0,0,0,0
ENSMUSG00000052337,1000000,1.0,Immt,1.0,0,0,0,0,0,0
ENSMUSG00000052353,1000000,1.0,Cemip,1.0,0,0,0,0,0,0
ENSMUSG00000052363,1000000,1.0,Zdhhc19,1.0,0,0,0,0,0,0
ENSMUSG00000052369,1000000,1.0,Tmem106c,1.0,0,0,0,0,0,0
ENSMUSG00000052372,718484,0.7184842815157185,Il1rapl1,1.0,0,1,1,0,0,0
ENSMUSG00000052373,1000000,1.0,Mpp3,1.0,0,0,0,0,0,0
ENSMUSG00000052374,719151,0.7191512808487192,Actn2,1.0,0,1,1,0,0,0
