human_ensembl_gene,mouse_ensembl_gene,human_symbol,mouse_symbol,database_support
ENSG00000177225,ENSMUSG00000051007,PDDC1,Gatd1,11.0
ENSG00000002587,ENSMUSG00000051022,HS3ST1,Hs3st1,12.0
ENSG00000187862,ENSMUSG00000051036,TTC24,Ttc24,9.0
ENSG00000183801,ENSMUSG00000051041,OLFML1,Olfml1,9.0
ENSG00000170412,ENSMUSG00000051043,GPRC5C,Gprc5c,11.0
ENSG00000149380,ENSMUSG00000051048,P4HA3,P4ha3,11.0
ENSG00000196800,ENSMUSG00000051050,SPINK14,Spink14,10.0
ENSG00000135355,ENSMUSG00000051056,GJA10,Gja10,12.0
ENSG00000188573,ENSMUSG00000051062,FBLL1,Fbll1,7.0
ENSG00000180611,ENSMUSG00000051065,MB21D2,Mb21d2,11.0
ENSG00000220008,ENSMUSG00000051067,LINGO3,Lingo3,8.0
ENSG00000134258,ENSMUSG00000051076,VTCN1,Vtcn1,12.0
ENSG00000127074,ENSMUSG00000051079,RGS13,Rgs13,12.0
ENSG00000221931,ENSMUSG00000051095,OR6X1,Olfr986,10.0
ENSG00000176055,ENSMUSG00000051098,MBLAC2,Mblac2,11.0
ENSG00000122012,ENSMUSG00000051111,SV2C,Sv2c,11.0
ENSG00000142530,ENSMUSG00000051113,FAM71E1,Fam71e1,7.0
ENSG00000121853,ENSMUSG00000051136,GHSR,Ghsr,12.0
ENSG00000163888,ENSMUSG00000051146,CAMK2N2,Camk2n2,10.0
ENSG00000171428,ENSMUSG00000051147,NAT1,Nat2,11.0
ENSG00000101126,ENSMUSG00000051149,ADNP,Adnp,11.0
ENSG00000148444,ENSMUSG00000051154,COMMD3,Commd3,11.0
ENSG00000125931,ENSMUSG00000051159,CITED1,Cited1,12.0
ENSG00000165521,ENSMUSG00000051166,EML5,Eml5,12.0
ENSG00000156990,ENSMUSG00000051169,RPUSD3,Rpusd3,12.0
ENSG00000179059,ENSMUSG00000051176,ZFP42,Zfp42,11.0
ENSG00000182621,ENSMUSG00000051177,PLCB1,Plcb1,11.0
ENSG00000279051,ENSMUSG00000051180,OR6Q1,Olfr522,1.0
ENSG00000171443,ENSMUSG00000051184,ZNF524,Zfp524,11.0
ENSG00000174132,ENSMUSG00000051185,FAM174A,Fam174a,11.0
ENSG00000127529,ENSMUSG00000051190,OR7C2,Olfr1356,9.0
ENSG00000172938,ENSMUSG00000051207,MRGPRD,Mrgprd,12.0
ENSG00000147262,ENSMUSG00000051209,GPR119,Gpr119,12.0
ENSG00000169508,ENSMUSG00000051212,GPR183,Gpr183,12.0
ENSG00000186871,ENSMUSG00000051220,ERCC6L,Ercc6l,12.0
ENSG00000082153,ENSMUSG00000051223,BZW1,Bzw1,12.0
ENSG00000176896,ENSMUSG00000051224,TCEANC,Tceanc,9.0
ENSG00000147689,ENSMUSG00000051225,FAM83A,Fam83a,10.0
ENSG00000188937,ENSMUSG00000051228,NYX,Nyx,12.0
ENSG00000244045,ENSMUSG00000051232,TMEM199,Tmem199,11.0
ENSG00000114125,ENSMUSG00000051234,RNF7,Rnf7,12.0
ENSG00000178295,ENSMUSG00000051235,GEN1,Gen1,11.0
ENSG00000174099,ENSMUSG00000051236,MSRB3,Msrb3,11.0
ENSG00000173928,ENSMUSG00000051238,SWSAP1,Swsap1,12.0
ENSG00000167178,ENSMUSG00000051243,ISLR2,Islr2,9.0
ENSG00000188981,ENSMUSG00000051246,MSANTD1,Msantd1,12.0
ENSG00000171786,ENSMUSG00000051251,NHLH1,Nhlh1,10.0
ENSG00000171135,ENSMUSG00000051256,JAGN1,Jagn1,9.0
ENSG00000169717,ENSMUSG00000051276,ACTRT2,Actrt2,10.0
ENSG00000138658,ENSMUSG00000051278,ZGRF1,Zgrf1,7.0
ENSG00000156466,ENSMUSG00000051279,GDF6,Gdf6,12.0
ENSG00000168300,ENSMUSG00000051285,PCMTD1,Pcmtd1,12.0
ENSG00000106346,ENSMUSG00000051306,USP42,Usp42,11.0
ENSG00000126262,ENSMUSG00000051314,FFAR2,Ffar2,12.0
ENSG00000178913,ENSMUSG00000051316,TAF7,Taf7,12.0
ENSG00000175701,ENSMUSG00000051319,LINC00116,Mtln,3.0
ENSG00000165194,ENSMUSG00000051323,PCDH19,Pcdh19,12.0
ENSG00000030066,ENSMUSG00000051329,NUP160,Nup160,12.0
ENSG00000151067,ENSMUSG00000051331,CACNA1C,Cacna1c,12.0
ENSG00000145990,ENSMUSG00000051335,GFOD1,Gfod1,12.0
ENSG00000197077,ENSMUSG00000051339,KIAA1671,2900026A02Rik,7.0
ENSG00000135631,ENSMUSG00000051343,RAB11FIP5,Rab11fip5,9.0
ENSG00000178385,ENSMUSG00000051344,PLEKHM3,Plekhm3,11.0
ENSG00000176422,ENSMUSG00000051346,SPRYD4,Spryd4,11.0
ENSG00000125945,ENSMUSG00000051351,ZNF436,Zfp46,12.0
ENSG00000164483,ENSMUSG00000051354,SAMD3,Samd3,9.0
ENSG00000173163,ENSMUSG00000051355,COMMD1,Commd1,12.0
ENSG00000104490,ENSMUSG00000051359,NCALD,Ncald,10.0
ENSG00000176787,ENSMUSG00000051362,OR52E2,Olfr589,10.0
ENSG00000126778,ENSMUSG00000051367,SIX1,Six1,9.0
ENSG00000160539,ENSMUSG00000051373,PPAPDC3,Plpp7,10.0
ENSG00000156453,ENSMUSG00000051375,PCDH1,Pcdh1,12.0
ENSG00000186185,ENSMUSG00000051378,KIF18B,Kif18b,8.0
ENSG00000125848,ENSMUSG00000051379,FLRT3,Flrt3,11.0
ENSG00000236104,ENSMUSG00000051390,ZBTB22,Zbtb22,11.0
ENSG00000170027,ENSMUSG00000051391,YWHAG,Ywhag,12.0
ENSG00000184292,ENSMUSG00000051397,TACSTD2,Tacstd2,12.0
ENSG00000183775,ENSMUSG00000051401,KCTD16,Kctd16,11.0
ENSG00000104866,ENSMUSG00000051403,PPP1R37,Ppp1r37,10.0
ENSG00000126003,ENSMUSG00000051413,PLAGL2,Plagl2,11.0
ENSG00000187860,ENSMUSG00000051427,CCDC157,Ccdc157,12.0
ENSG00000138271,ENSMUSG00000051431,GPR87,Gpr87,12.0
ENSG00000142621,ENSMUSG00000051435,FHAD1,Fhad1,9.0
ENSG00000175518,ENSMUSG00000051437,UBQLNL,Ubqlnl,11.0
ENSG00000170458,ENSMUSG00000051439,CD14,Cd14,11.0
ENSG00000181004,ENSMUSG00000051444,BBS12,Bbs12,12.0
ENSG00000137504,ENSMUSG00000051451,CREBZF,Crebzf,12.0
ENSG00000278505,ENSMUSG00000051452,C17orf78,Gm11437,8.0
ENSG00000180336,ENSMUSG00000051455,C17orf104,Meioc,12.0
ENSG00000169271,ENSMUSG00000051456,HSPB3,Hspb3,12.0
ENSG00000197471,ENSMUSG00000051457,SPN,Spn,12.0
ENSG00000172466,ENSMUSG00000051469,ZNF24,Zfp24,11.0
ENSG00000159228,ENSMUSG00000051483,CBR1,Cbr1,10.0
ENSG00000170122,ENSMUSG00000051490,FOXD4,Foxd4,10.0
ENSG00000168264,ENSMUSG00000051495,IRF2BP2,Irf2bp2,11.0
ENSG00000153822,ENSMUSG00000051497,KCNJ16,Kcnj16,11.0
ENSG00000174130,ENSMUSG00000051498,TLR6,Tlr6,11.0
ENSG00000197362,ENSMUSG00000051499,ZNF786,Zfp786,12.0
ENSG00000176125,ENSMUSG00000051502,UFSP1,Ufsp1,8.0
ENSG00000128815,ENSMUSG00000051506,WDFY4,Wdfy4,10.0
ENSG00000186440,ENSMUSG00000051509,OR6P1,Olfr414,10.0
ENSG00000197063,ENSMUSG00000051510,MAFG,Mafg,11.0
ENSG00000182103,ENSMUSG00000051515,FAM181B,Fam181b,8.0
ENSG00000137135,ENSMUSG00000051517,ARHGEF39,Arhgef39,12.0
ENSG00000187051,ENSMUSG00000051518,RPS19BP1,Rps19bp1,12.0
ENSG00000131864,ENSMUSG00000051527,USP29,Usp29,8.0
ENSG00000203757,ENSMUSG00000051528,OR6K3,Olfr424,7.0
ENSG00000218891,ENSMUSG00000051550,ZNF579,Zfp579,12.0
ENSG00000169972,ENSMUSG00000051557,PUSL1,Pusl1,12.0
ENSG00000180964,ENSMUSG00000051579,TCEAL8,Tceal8,11.0
ENSG00000189401,ENSMUSG00000051582,OTUD6A,Otud6a,12.0
ENSG00000243156,ENSMUSG00000051586,MICAL3,Mical3,11.0
ENSG00000176601,ENSMUSG00000051590,MAP3K19,Map3k19,10.0
ENSG00000147082,ENSMUSG00000051592,CCNB3,Ccnb3,10.0
ENSG00000186943,ENSMUSG00000051593,OR13C8,Olfr272,10.0
ENSG00000163982,ENSMUSG00000051596,OTOP1,Otop1,12.0
ENSG00000112852,ENSMUSG00000051599,PCDHB2,Pcdhb2,11.0
ENSG00000125249,ENSMUSG00000051615,RAP2A,Rap2a,11.0
ENSG00000171403,ENSMUSG00000051617,KRT9,Krt9,10.0
ENSG00000175520,ENSMUSG00000051618,UBQLN3,Ubqln3,10.0
ENSG00000168298,ENSMUSG00000051627,HIST1H1E,Hist1h1e,9.0
ENSG00000168676,ENSMUSG00000051648,KCTD19,Kctd19,12.0
ENSG00000170340,ENSMUSG00000051650,B3GNT2,B3gnt2,12.0
ENSG00000160233,ENSMUSG00000051652,LRRC3,Lrrc3,12.0
ENSG00000171815,ENSMUSG00000051663,PCDHB1,Pcdhb1,11.0
ENSG00000153446,ENSMUSG00000051669,C16orf89,AU021092,11.0
ENSG00000168275,ENSMUSG00000051671,COA6,Coa6,9.0
ENSG00000109184,ENSMUSG00000051674,DCUN1D4,Dcun1d4,12.0
ENSG00000119401,ENSMUSG00000051675,TRIM32,Trim32,10.0
ENSG00000188056,ENSMUSG00000051682,TREML4,Treml4,10.0
ENSG00000169564,ENSMUSG00000051695,PCBP1,Pcbp1,11.0
ENSG00000188760,ENSMUSG00000051703,TMEM198,Tmem198,11.0
ENSG00000166192,ENSMUSG00000051705,SENP8,Senp8,11.0
ENSG00000171054,ENSMUSG00000051706,OR13H1,Olfr1325,2.0
ENSG00000274823,ENSMUSG00000051716,RP11-348M3.6,Apon,1.0
ENSG00000163026,ENSMUSG00000051721,C2orf44,Wdcp,12.0
ENSG00000162975,ENSMUSG00000051726,KCNF1,Kcnf1,10.0
ENSG00000151364,ENSMUSG00000051727,KCTD14,Kctd14,12.0
ENSG00000222018,ENSMUSG00000051728,C21orf140,Fam243,10.0
ENSG00000138382,ENSMUSG00000051730,METTL5,Mettl5,12.0
ENSG00000187994,ENSMUSG00000051735,RINL,Rinl,8.0
ENSG00000203778,ENSMUSG00000051736,FAM229B,Fam229b,11.0
ENSG00000155657,ENSMUSG00000051747,TTN,Ttn,9.0
ENSG00000261040,ENSMUSG00000051748,WFDC21P,Wfdc21,1.0
ENSG00000073050,ENSMUSG00000051768,XRCC1,Xrcc1,12.0
ENSG00000214216,ENSMUSG00000051777,IQCJ,Iqcj,10.0
ENSG00000128159,ENSMUSG00000051786,TUBGCP6,Tubgcp6,11.0
ENSG00000169992,ENSMUSG00000051790,NLGN2,Nlgn2,12.0
ENSG00000160471,ENSMUSG00000051811,COX6B2,Cox6b2,10.0
ENSG00000177732,ENSMUSG00000051817,SOX12,Sox12,10.0
ENSG00000170180,ENSMUSG00000051839,GYPA,Gypa,7.0
ENSG00000134287,ENSMUSG00000051853,ARF3,Arf3,11.0
ENSG00000106484,ENSMUSG00000051855,MEST,Mest,10.0
ENSG00000187033,ENSMUSG00000051860,SAMD7,Samd7,12.0
ENSG00000054611,ENSMUSG00000051864,TBC1D22A,Tbc1d22a,11.0
ENSG00000139648,ENSMUSG00000051879,KRT71,Krt71,10.0
ENSG00000181001,ENSMUSG00000051885,OR52N1,Olfr664,3.0
ENSG00000197776,ENSMUSG00000051890,KLHDC1,Klhdc1,12.0
ENSG00000172073,ENSMUSG00000051896,TEX37,Tex37,11.0
ENSG00000110693,ENSMUSG00000051910,SOX6,Sox6,12.0
ENSG00000221937,ENSMUSG00000051917,TAS2R40,Tas2r144,12.0
ENSG00000147655,ENSMUSG00000051920,RSPO2,Rspo2,11.0
ENSG00000123352,ENSMUSG00000051934,SPATS2,Spats2,12.0
ENSG00000258223,ENSMUSG00000051936,PRSS58,Prss58,11.0
ENSG00000187676,ENSMUSG00000051950,B3GALTL,B3glct,11.0
ENSG00000206579,ENSMUSG00000051951,XKR4,Xkr4,12.0
ENSG00000188000,ENSMUSG00000051952,OR7D2,Olfr371,2.0
ENSG00000188050,ENSMUSG00000051956,RNF133,Rnf133,12.0
ENSG00000188425,ENSMUSG00000051965,NANOS2,Nanos2,11.0
ENSG00000164256,ENSMUSG00000051977,PRDM9,Prdm9,10.0
ENSG00000104714,ENSMUSG00000051978,ERICH1,Erich1,11.0
ENSG00000036828,ENSMUSG00000051980,CASR,Casr,11.0
ENSG00000075826,ENSMUSG00000051984,SEC31B,Sec31b,12.0
ENSG00000163395,ENSMUSG00000051985,IGFN1,Igfn1,8.0
ENSG00000205670,ENSMUSG00000051989,SMIM11,Smim11,9.0
ENSG00000122188,ENSMUSG00000051998,LAX1,Lax1,11.0
ENSG00000175398,ENSMUSG00000052012,OR10P1,Olfr796,11.0
ENSG00000186265,ENSMUSG00000052013,BTLA,Btla,11.0
ENSG00000011083,ENSMUSG00000052026,SLC6A7,Slc6a7,12.0
ENSG00000101132,ENSMUSG00000052033,PFDN4,Pfdn4,12.0
ENSG00000169926,ENSMUSG00000052040,KLF13,Klf13,12.0
ENSG00000171940,ENSMUSG00000052056,ZNF217,Zfp217,12.0
ENSG00000116117,ENSMUSG00000052062,PARD3B,Pard3b,11.0
ENSG00000107099,ENSMUSG00000052085,DOCK8,Dock8,12.0
ENSG00000169220,ENSMUSG00000052087,RGS14,Rgs14,10.0
ENSG00000253649,ENSMUSG00000052099,PRSS51,Prss51,2.0
ENSG00000113552,ENSMUSG00000052102,GNPDA1,Gnpda1,11.0
ENSG00000168502,ENSMUSG00000052105,MTCL1,Mtcl1,10.0
ENSG00000188959,ENSMUSG00000052117,C9orf152,D630039A03Rik,12.0
ENSG00000082684,ENSMUSG00000052133,SEMA5B,Sema5b,11.0
ENSG00000204060,ENSMUSG00000052135,FOXO6,Foxo6,7.0
ENSG00000158019,ENSMUSG00000052139,BRE,Babam2,12.0
ENSG00000105122,ENSMUSG00000052142,RASAL3,Rasal3,11.0
ENSG00000163605,ENSMUSG00000052144,PPP4R2,Ppp4r2,10.0
ENSG00000124614,ENSMUSG00000052146,RPS10,Rps10,9.0
ENSG00000141934,ENSMUSG00000052151,PPAP2C,Plpp2,12.0
ENSG00000121989,ENSMUSG00000052155,ACVR2A,Acvr2a,11.0
ENSG00000166428,ENSMUSG00000052160,PLD4,Pld4,12.0
ENSG00000213931,ENSMUSG00000052187,HBE1,Hbb-y,9.0
ENSG00000204936,ENSMUSG00000052212,CD177,Cd177,6.0
ENSG00000125741,ENSMUSG00000052214,OPA3,Opa3,11.0
ENSG00000213934,ENSMUSG00000052217,HBG1,Hbb-bh1,3.0
ENSG00000165807,ENSMUSG00000052221,PPP1R36,Ppp1r36,12.0
ENSG00000144230,ENSMUSG00000052229,GPR17,Gpr17,12.0
ENSG00000121053,ENSMUSG00000052234,EPX,Epx,11.0
ENSG00000238057,ENSMUSG00000052248,ZEB2-AS1,Zeb2os,1.0
ENSG00000173545,ENSMUSG00000052253,ZNF622,Zfp622,12.0
ENSG00000171049,ENSMUSG00000052270,FPR2,Fpr2,9.0
ENSG00000180535,ENSMUSG00000052271,BHLHA15,Bhlha15,11.0
ENSG00000158486,ENSMUSG00000052273,DNAH3,Dnah3,12.0
ENSG00000188729,ENSMUSG00000052276,OSTN,Ostn,12.0
ENSG00000273841,ENSMUSG00000052293,TAF9,Taf9,8.0
ENSG00000105063,ENSMUSG00000052296,PPP6R1,Ppp6r1,11.0
ENSG00000158985,ENSMUSG00000052298,CDC42SE2,Cdc42se2,12.0
ENSG00000198862,ENSMUSG00000052299,LTN1,Ltn1,11.0
ENSG00000149927,ENSMUSG00000052301,DOC2A,Doc2a,11.0
ENSG00000111490,ENSMUSG00000052302,TBC1D30,Tbc1d30,11.0
ENSG00000143570,ENSMUSG00000052310,SLC39A1,Slc39a1,11.0
ENSG00000172061,ENSMUSG00000052316,LRRC15,Lrrc15,8.0
ENSG00000065413,ENSMUSG00000052331,ANKRD44,Ankrd44,9.0
ENSG00000168329,ENSMUSG00000052336,CX3CR1,Cx3cr1,12.0
ENSG00000132305,ENSMUSG00000052337,IMMT,Immt,11.0
ENSG00000103888,ENSMUSG00000052353,CEMIP,Cemip,10.0
ENSG00000163958,ENSMUSG00000052363,ZDHHC19,Zdhhc19,11.0
ENSG00000134291,ENSMUSG00000052369,TMEM106C,Tmem106c,12.0
ENSG00000169306,ENSMUSG00000052372,IL1RAPL1,Il1rapl1,12.0
ENSG00000161647,ENSMUSG00000052373,MPP3,Mpp3,12.0
ENSG00000077522,ENSMUSG00000052374,ACTN2,Actn2,11.0
ENSG00000188655,ENSMUSG00000052382,RNASE9,Rnase9,11.0
ENSG00000174004,ENSMUSG00000052384,NRROS,Nrros,11.0
ENSG00000083067,ENSMUSG00000052387,TRPM3,Trpm3,12.0
ENSG00000177465,ENSMUSG00000052392,ACOT4,Acot4,11.0
ENSG00000163933,ENSMUSG00000052395,RFT1,Rft1,12.0
ENSG00000166391,ENSMUSG00000052396,MOGAT2,Mogat2,12.0
ENSG00000092820,ENSMUSG00000052397,EZR,Ezr,12.0
ENSG00000148300,ENSMUSG00000052406,REXO4,Rexo4,12.0
ENSG00000164989,ENSMUSG00000052407,CCDC171,Ccdc171,11.0
ENSG00000159450,ENSMUSG00000052415,TCHH,Tchh,8.0
ENSG00000198104,ENSMUSG00000052417,OR2T6,Olfr720,11.0
ENSG00000214194,ENSMUSG00000052419,LINC00998,2610001J05Rik,5.0
ENSG00000158850,ENSMUSG00000052423,B4GALT3,B4galt3,12.0
ENSG00000143183,ENSMUSG00000052428,TMCO1,Tmco1,12.0
ENSG00000138696,ENSMUSG00000052430,BMPR1B,Bmpr1b,12.0
ENSG00000092067,ENSMUSG00000052435,CEBPE,Cebpe,11.0
ENSG00000198356,ENSMUSG00000052456,ASNA1,Asna1,12.0
ENSG00000114573,ENSMUSG00000052459,ATP6V1A,Atp6v1a,12.0
ENSG00000147588,ENSMUSG00000052468,PMP2,Pmp2,11.0
ENSG00000242220,ENSMUSG00000052469,TCP10L,Tcp10c,3.0
ENSG00000157111,ENSMUSG00000052485,TMEM171,Tmem171,12.0
ENSG00000085872,ENSMUSG00000052488,CHERP,Cherp,11.0
ENSG00000130943,ENSMUSG00000052496,PKDREJ,Pkdrej,10.0
ENSG00000044524,ENSMUSG00000052504,EPHA3,Epha3,11.0
ENSG00000166833,ENSMUSG00000052512,NAV2,Nav2,10.0
ENSG00000185008,ENSMUSG00000052516,ROBO2,Robo2,10.0
ENSG00000163806,ENSMUSG00000052525,SPDYA,Spdya,11.0
ENSG00000095319,ENSMUSG00000052533,NUP188,Nup188,12.0
ENSG00000185630,ENSMUSG00000052534,PBX1,Pbx1,12.0
ENSG00000213439,ENSMUSG00000052537,OR5AC1,Olfr198,3.0
ENSG00000081026,ENSMUSG00000052539,MAGI3,Magi3,11.0
ENSG00000184005,ENSMUSG00000052544,ST6GALNAC3,St6galnac3,12.0
ENSG00000174225,ENSMUSG00000052549,ARL13A,Arl13a,11.0
ENSG00000185736,ENSMUSG00000052551,ADARB2,Adarb2,12.0
ENSG00000261609,ENSMUSG00000052557,GAN,Gan,9.0
ENSG00000139117,ENSMUSG00000052560,CPNE8,Cpne8,11.0
ENSG00000124575,ENSMUSG00000052565,HIST1H1D,Hist1h1d,9.0
ENSG00000095066,ENSMUSG00000052566,HOOK2,Hook2,11.0
ENSG00000150672,ENSMUSG00000052572,DLG2,Dlg2,10.0
ENSG00000176204,ENSMUSG00000052581,LRRTM4,Lrrtm4,12.0
ENSG00000151778,ENSMUSG00000052584,SERP2,Serp2,10.0
ENSG00000151694,ENSMUSG00000052593,ADAM17,Adam17,11.0
ENSG00000148584,ENSMUSG00000052595,A1CF,A1cf,10.0
ENSG00000126822,ENSMUSG00000052609,PLEKHG3,Plekhg3,11.0
ENSG00000150275,ENSMUSG00000052613,PCDH15,Pcdh15,9.0
ENSG00000249961,ENSMUSG00000052616,CCDC79,Terb1,10.0
ENSG00000152292,ENSMUSG00000052631,SH2D6,Sh2d6,7.0
ENSG00000151693,ENSMUSG00000052632,ASAP2,Asap2,10.0
ENSG00000229703,ENSMUSG00000052642,XX-CR54.1,Lypd9,1.0
ENSG00000239305,ENSMUSG00000052656,RNF103,Rnf103,11.0
ENSG00000062370,ENSMUSG00000052675,ZNF112,Zfp112,10.0
ENSG00000166432,ENSMUSG00000052676,ZMAT1,Zmat1,10.0
ENSG00000127314,ENSMUSG00000052681,RAP1B,Rap1b,11.0
ENSG00000177606,ENSMUSG00000052684,JUN,Jun,11.0
ENSG00000276600,ENSMUSG00000052688,RAB7B,Rab7b,9.0
ENSG00000171914,ENSMUSG00000052698,TLN2,Tln2,9.0
ENSG00000090905,ENSMUSG00000052707,TNRC6A,Tnrc6a,12.0
ENSG00000198663,ENSMUSG00000052712,C6orf89,BC004004,12.0
ENSG00000168916,ENSMUSG00000052713,ZNF608,Zfp608,11.0
ENSG00000162687,ENSMUSG00000052726,KCNT2,Kcnt2,9.0
ENSG00000131711,ENSMUSG00000052727,MAP1B,Map1b,11.0
ENSG00000163541,ENSMUSG00000052738,SUCLG1,Suclg1,12.0
ENSG00000116668,ENSMUSG00000052748,SWT1,Swt1,10.0
ENSG00000214022,ENSMUSG00000052751,REPIN1,Repin1,12.0
ENSG00000131653,ENSMUSG00000052752,TRAF7,Traf7,11.0
ENSG00000170128,ENSMUSG00000052759,GPR25,Gpr25,12.0
ENSG00000170260,ENSMUSG00000052763,ZNF212,Zfp212,10.0
ENSG00000125388,ENSMUSG00000052783,GRK4,Grk4,11.0
ENSG00000105072,ENSMUSG00000052794,C19orf44,1700030K09Rik,12.0
ENSG00000111581,ENSMUSG00000052798,NUP107,Nup107,12.0
ENSG00000119778,ENSMUSG00000052812,ATAD2B,Atad2b,10.0
ENSG00000039987,ENSMUSG00000052819,BEST2,Best2,11.0
ENSG00000173198,ENSMUSG00000052821,CYSLTR1,Cysltr1,12.0
ENSG00000142230,ENSMUSG00000052833,SAE1,Sae1,12.0
ENSG00000171223,ENSMUSG00000052837,JUNB,Junb,11.0
ENSG00000127362,ENSMUSG00000052850,TAS2R3,Tas2r137,10.0
ENSG00000068615,ENSMUSG00000052852,REEP1,Reep1,12.0
ENSG00000123572,ENSMUSG00000052854,NRK,Nrk,10.0
ENSG00000115423,ENSMUSG00000052861,DNAH6,Dnah6,10.0
ENSG00000166501,ENSMUSG00000052889,PRKCB,Prkcb,9.0
ENSG00000104691,ENSMUSG00000052906,UBXN8,Ubxn8,8.0
ENSG00000172037,ENSMUSG00000052911,LAMB2,Lamb2,11.0
ENSG00000188895,ENSMUSG00000052915,MSL1,Msl1,12.0
ENSG00000138468,ENSMUSG00000052917,SENP7,Senp7,12.0
ENSG00000185532,ENSMUSG00000052920,PRKG1,Prkg1,12.0
ENSG00000198844,ENSMUSG00000052921,ARHGEF15,Arhgef15,12.0
ENSG00000101425,ENSMUSG00000052922,BPI,Bpi,12.0
ENSG00000104889,ENSMUSG00000052926,RNASEH2A,Rnaseh2a,12.0
ENSG00000134030,ENSMUSG00000052928,CTIF,Ctif,10.0
ENSG00000103264,ENSMUSG00000052934,FBXO31,Fbxo31,11.0
ENSG00000107249,ENSMUSG00000052942,GLIS3,Glis3,11.0
ENSG00000141576,ENSMUSG00000052949,RNF157,Rnf157,11.0
ENSG00000106066,ENSMUSG00000052955,CPVL,Cpvl,11.0
ENSG00000180447,ENSMUSG00000052957,GAS1,Gas1,11.0
ENSG00000132313,ENSMUSG00000052962,MRPL35,Mrpl35,12.0
ENSG00000197446,ENSMUSG00000052974,CYP2F1,Cyp2f2,10.0
ENSG00000215218,ENSMUSG00000052981,UBE2QL1,Ube2ql1,10.0
ENSG00000126261,ENSMUSG00000052997,UBA2,Uba2,12.0
ENSG00000196639,ENSMUSG00000053004,HRH1,Hrh1,12.0
ENSG00000146592,ENSMUSG00000053007,CREB5,Creb5,9.0
ENSG00000172086,ENSMUSG00000053012,KRCC1,Krcc1,11.0
ENSG00000184144,ENSMUSG00000053024,CNTN2,Cntn2,11.0
ENSG00000185518,ENSMUSG00000053025,SV2B,Sv2b,11.0
ENSG00000128040,ENSMUSG00000053030,SPINK2,Spink2,7.0
ENSG00000172116,ENSMUSG00000053044,CD8B,Cd8b1,10.0
ENSG00000174672,ENSMUSG00000053046,BRSK2,Brsk2,12.0
ENSG00000154721,ENSMUSG00000053062,JAM2,Jam2,12.0
ENSG00000172322,ENSMUSG00000053063,CLEC12A,Clec12a,10.0
ENSG00000137691,ENSMUSG00000053070,C11orf70,Cfap300,12.0
ENSG00000188070,ENSMUSG00000053080,C11orf95,2700081O15Rik,9.0
ENSG00000140471,ENSMUSG00000053091,LINS,Lins1,12.0
ENSG00000092054,ENSMUSG00000053093,MYH7,Myh7,10.0
ENSG00000106609,ENSMUSG00000053094,TMEM248,Tmem248,12.0
ENSG00000187037,ENSMUSG00000053101,GPR141,Gpr141,11.0
ENSG00000137693,ENSMUSG00000053110,YAP1,Yap1,12.0
ENSG00000203780,ENSMUSG00000053111,FANK1,Fank1,11.0
ENSG00000184557,ENSMUSG00000053113,SOCS3,Socs3,12.0
ENSG00000115561,ENSMUSG00000053119,CHMP3,Chmp3,7.0
ENSG00000173456,ENSMUSG00000053128,RNF26,Rnf26,11.0
ENSG00000169840,ENSMUSG00000053129,GSX1,Gsx1,12.0
ENSG00000119760,ENSMUSG00000053134,SUPT7L,Supt7l,11.0
ENSG00000185386,ENSMUSG00000053137,MAPK11,Mapk11,10.0
ENSG00000196090,ENSMUSG00000053141,PTPRT,Ptprt,12.0
ENSG00000144451,ENSMUSG00000053153,SPAG16,Spag16,12.0
ENSG00000182511,ENSMUSG00000053158,FES,Fes,12.0
ENSG00000123977,ENSMUSG00000053161,DAW1,Daw1,10.0
ENSG00000188394,ENSMUSG00000053164,GPR21,Gpr21,9.0
ENSG00000149654,ENSMUSG00000053166,CDH22,Cdh22,8.0
ENSG00000069399,ENSMUSG00000053175,BCL3,Bcl3,12.0
ENSG00000141316,ENSMUSG00000053184,SPACA3,Spaca3,11.0
ENSG00000213190,ENSMUSG00000053192,MLLT11,Mllt11,12.0
ENSG00000157884,ENSMUSG00000053194,CIB4,Cib4,10.0
ENSG00000105227,ENSMUSG00000053198,PRX,Prx,11.0
ENSG00000137727,ENSMUSG00000053199,ARHGAP20,Arhgap20,12.0
ENSG00000198252,ENSMUSG00000053205,STYX,Styx,11.0
ENSG00000124508,ENSMUSG00000053216,BTN2A2,Btn2a2,9.0
ENSG00000255374,ENSMUSG00000053217,TAS2R43,Tas2r136,6.0
ENSG00000164520,ENSMUSG00000053219,RAET1E,Raet1e,6.0
ENSG00000179284,ENSMUSG00000053226,DAND5,Dand5,12.0
ENSG00000102471,ENSMUSG00000053253,NDFIP2,Ndfip2,9.0
ENSG00000152591,ENSMUSG00000053268,DSPP,Dspp,7.0
ENSG00000165092,ENSMUSG00000053279,ALDH1A1,Aldh1a1,10.0
ENSG00000121486,ENSMUSG00000053286,TRMT1L,Trmt1l,11.0
ENSG00000178105,ENSMUSG00000053289,DDX10,Ddx10,12.0
ENSG00000167578,ENSMUSG00000053291,RAB4B,Rab4b,11.0
ENSG00000196313,ENSMUSG00000053293,POM121,Pom121,9.0
ENSG00000154146,ENSMUSG00000053310,NRGN,Nrgn,10.0
ENSG00000106803,ENSMUSG00000053317,SEC61B,Sec61b,11.0
ENSG00000158714,ENSMUSG00000053318,SLAMF8,Slamf8,11.0
