mouse_ensembl_gene,chromosome,KO_intervals,KO_ttaas
ENSMUSG00000003813,8,"[[84834304, 84840665]]",22
ENSMUSG00000003814,8,"[[84842650, 84846934]]",13
ENSMUSG00000003824,8,"[[84872111, 84887176]]",66
ENSMUSG00000003847,8,"[[107293470, 107378831]]",755
ENSMUSG00000003848,8,"[[107412917, 107425049]]",65
ENSMUSG00000003849,8,"[[107388822, 107403206]]",67
ENSMUSG00000004319,8,"[[60913020, 60983300]]",639
ENSMUSG00000004383,8,"[[72815827, 73353540]]",2741
ENSMUSG00000004565,8,"[[3515384, 3544025]]",103
ENSMUSG00000004567,8,"[[3500457, 3515067]]",31
ENSMUSG00000004568,8,"[[3353437, 3454532]]",408
ENSMUSG00000004626,8,"[[3630955, 3642728]]",34
ENSMUSG00000004630,8,"[[3623442, 3625545]]",5
ENSMUSG00000004637,8,"[[114439655, 115351823]]",4360
ENSMUSG00000004677,8,"[[71272714, 71359970]]",261
ENSMUSG00000004994,8,"[[84258484, 84270380]]",32
ENSMUSG00000004996,8,"[[84251022, 84257324]]",27
ENSMUSG00000005142,8,"[[85083315, 85097514]]",39
ENSMUSG00000005150,8,"[[85075197, 85080746]]",19
ENSMUSG00000005161,8,"[[84969587, 84974082]]",15
ENSMUSG00000005410,8,"[[75109569, 75127321]]",73
ENSMUSG00000005413,8,"[[75093621, 75100016]]",33
ENSMUSG00000005465,8,"[[84031034, 84042589]]",38
ENSMUSG00000005469,8,"[[83972993, 83995414]]",78
ENSMUSG00000005470,8,"[[83955507, 83969337]]",77
ENSMUSG00000005481,8,"[[83715177, 83723138]]",25
ENSMUSG00000005483,8,"[[83608193, 83610816]]",4
ENSMUSG00000005534,8,"[[3155672, 3279617]]",577
ENSMUSG00000005540,8,"[[3682813, 3694175]]",30
ENSMUSG00000005698,8,"[[105636579, 105681616]]",337
ENSMUSG00000005699,8,"[[105701154, 105703359]]",3
ENSMUSG00000005705,8,"[[105566759, 105637393]]",272
ENSMUSG00000006273,8,"[[69088646, 69112566]]",194
ENSMUSG00000006276,8,"[[72341384, 72421460]]",270
ENSMUSG00000006362,8,"[[122630710, 122699109]]",120
ENSMUSG00000006517,8,"[[122434098, 122443422]]",30
ENSMUSG00000006519,8,"[[122424881, 122432930]]",19
ENSMUSG00000006567,8,"[[21994654, 22060305]]",258
ENSMUSG00000006585,8,"[[122568015, 122572651]]",10
ENSMUSG00000006587,8,"[[122454856, 122460733]]",21
ENSMUSG00000006589,8,"[[122574888, 122576890]]",1
ENSMUSG00000007594,8,"[[70083457, 70088518]]",15
ENSMUSG00000007610,8,"[[71488103, 71492761]]",6
ENSMUSG00000007721,8,"[[70868444, 70873935]]",15
ENSMUSG00000007888,8,"[[70493158, 70503838]]",35
ENSMUSG00000007950,8,"[[71457186, 71463655]]",15
ENSMUSG00000008129,8,"[[84148025, 84172284]]",78
ENSMUSG00000008167,8,"[[85060055, 85066661]]",22
ENSMUSG00000008206,8,"[[4493140, 4523777]]",105
ENSMUSG00000008450,8,"[[105860580, 105878915]]",85
ENSMUSG00000008874,8,"[[114418086, 114425843]]",38
ENSMUSG00000008892,8,"[[22577514, 22593813]]",122
ENSMUSG00000009628,8,"[[33516738, 33585532]]",578
ENSMUSG00000009630,8,"[[33599625, 33619191]]",115
ENSMUSG00000010154,8,"[[123332713, 123369391]]",147
ENSMUSG00000010435,8,"[[12573029, 12600580]]",105
ENSMUSG00000010936,8,"[[110618599, 110719966]]",300
ENSMUSG00000011306,8,"[[70042813, 70071829]]",135
ENSMUSG00000011832,8,"[[4166567, 4210801]]",141
ENSMUSG00000011837,8,"[[4253080, 4255803]]",6
ENSMUSG00000012519,8,"[[111312028, 111338177]]",137
ENSMUSG00000012705,8,"[[3655770, 3657383]]",1
ENSMUSG00000012889,8,"[[84125989, 84132224]]",12
ENSMUSG00000013033,8,"[[83900105, 83939083]]",85
ENSMUSG00000013150,8,"[[105716755, 105758664]]",178
ENSMUSG00000013155,8,"[[105703864, 105707933]]",13
ENSMUSG00000013158,8,"[[105708291, 105710094]]",0
ENSMUSG00000013160,8,"[[105524906, 105566047]]",175
ENSMUSG00000013878,8,"[[26119368, 26150605]]",231
ENSMUSG00000013974,8,"[[3665754, 3668342]]",10
ENSMUSG00000014444,8,"[[122481985, 122551329]]",152
ENSMUSG00000014470,8,"[[122467172, 122476064]]",23
ENSMUSG00000014633,8,"[[116889688, 116921455]]",197
ENSMUSG00000014776,8,"[[105276140, 105279899]]",10
ENSMUSG00000014778,8,"[[105329400, 105347953]]",54
ENSMUSG00000014782,8,"[[105373274, 105382238]]",14
ENSMUSG00000014786,8,"[[105348843, 105368472]]",70
ENSMUSG00000014791,8,"[[105305609, 105309874]]",5
ENSMUSG00000014837,8,"[[105281983, 105289864]]",23
ENSMUSG00000014846,8,"[[105467839, 105471526]]",7
ENSMUSG00000014856,8,"[[105326354, 105334871]]",29
ENSMUSG00000014859,8,"[[105297663, 105304685]]",28
ENSMUSG00000014907,8,"[[66860217, 66889515]]",241
ENSMUSG00000015013,8,"[[122611646, 122615433]]",13
ENSMUSG00000015016,8,"[[122775505, 122817533]]",100
ENSMUSG00000015023,8,"[[110976032, 110997800]]",114
ENSMUSG00000015027,8,"[[122579114, 122611463]]",98
ENSMUSG00000015341,8,"[[23244749, 23257074]]",79
ENSMUSG00000015568,8,"[[68880491, 68902383]]",131
ENSMUSG00000015994,8,"[[25999451, 26015650]]",98
ENSMUSG00000017049,8,"[[21969775, 21973864]]",10
ENSMUSG00000017478,8,"[[122376609, 122416671]]",156
ENSMUSG00000017765,8,"[[105944085, 105966097]]",55
ENSMUSG00000018796,8,"[[46471037, 46534477]]",325
ENSMUSG00000019139,8,"[[70594373, 70597195]]",7
ENSMUSG00000019261,8,"[[70905932, 70917204]]",18
ENSMUSG00000019278,8,"[[123186242, 123201056]]",37
ENSMUSG00000019362,8,"[[84246556, 84249719]]",13
ENSMUSG00000019428,8,"[[70527724, 70534950]]",12
ENSMUSG00000019433,8,"[[83652677, 83664266]]",30
ENSMUSG00000019464,8,"[[83666678, 83669530]]",5
ENSMUSG00000019470,8,"[[3610161, 3621316]]",25
ENSMUSG00000019478,8,"[[123805985, 123834127]]",124
ENSMUSG00000019731,8,"[[72483769, 72492614]]",20
ENSMUSG00000019732,8,"[[72424618, 72443870]]",89
ENSMUSG00000022322,8,"[[4736097, 4779554]]",345
ENSMUSG00000023073,8,"[[5086159, 5105351]]",147
ENSMUSG00000023235,8,"[[4325233, 4359512]]",180
ENSMUSG00000023336,8,"[[119666365, 119686316]]",54
ENSMUSG00000024266,8,"[[119612747, 119616715]]",5
ENSMUSG00000025044,8,"[[39581735, 39642673]]",498
ENSMUSG00000025316,8,"[[121949750, 122025632]]",282
ENSMUSG00000025317,8,"[[121916367, 121944904]]",100
ENSMUSG00000025318,8,"[[121730563, 121789476]]",141
ENSMUSG00000025519,8,"[[66511756, 66513672]]",1
ENSMUSG00000025521,8,"[[64947185, 64968831]]",98
ENSMUSG00000025588,8,"[[67480921, 67491843]]",60
ENSMUSG00000025591,8,"[[66476678, 66486519]]",70
ENSMUSG00000025808,8,"[[128737180, 129065517]]",2080
ENSMUSG00000025809,8,"[[128685654, 128732085]]",353
ENSMUSG00000025810,8,"[[128359284, 128502811]]",812
ENSMUSG00000025812,8,"[[127063893, 127610771]]",3155
ENSMUSG00000026317,8,"[[14881335, 14896851]]",58
ENSMUSG00000030465,8,"[[67696975, 68206057]]",3486
ENSMUSG00000031441,8,"[[12757014, 12865144]]",351
ENSMUSG00000031442,8,"[[12873806, 13019021]]",362
ENSMUSG00000031443,8,"[[13026034, 13035313]]",18
ENSMUSG00000031444,8,"[[13037308, 13055879]]",84
ENSMUSG00000031445,8,"[[13060943, 13073927]]",37
ENSMUSG00000031446,8,"[[13105621, 13146624]]",188
ENSMUSG00000031447,8,"[[13159161, 13174555]]",80
ENSMUSG00000031448,8,"[[13221666, 13254162]]",85
ENSMUSG00000031449,8,"[[13386629, 13396825]]",28
ENSMUSG00000031450,8,"[[13405081, 13416249]]",22
ENSMUSG00000031451,8,"[[13465749, 13494490]]",73
ENSMUSG00000031453,8,"[[13568694, 13677603]]",332
ENSMUSG00000031458,8,"[[13885035, 13890268]]",17
ENSMUSG00000031461,8,"[[15057653, 15132953]]",306
ENSMUSG00000031465,8,"[[18692051, 18741562]]",269
ENSMUSG00000031467,8,"[[18846277, 18881960]]",245
ENSMUSG00000031478,8,"[[22128688, 22166435]]",233
ENSMUSG00000031479,8,"[[22192809, 22218489]]",156
ENSMUSG00000031480,8,"[[22227313, 22259667]]",163
ENSMUSG00000031481,8,"[[22283441, 22371238]]",512
ENSMUSG00000031482,8,"[[22377860, 22398597]]",101
ENSMUSG00000031483,8,"[[27023261, 27036633]]",55
ENSMUSG00000031485,8,"[[27042555, 27053869]]",39
ENSMUSG00000031486,8,"[[27085583, 27122032]]",108
ENSMUSG00000031487,8,"[[27123897, 27128680]]",27
ENSMUSG00000031488,8,"[[27143179, 27174646]]",151
ENSMUSG00000031489,8,"[[27226757, 27229588]]",3
ENSMUSG00000031490,8,"[[27260329, 27275108]]",68
ENSMUSG00000031491,8,"[[27404394, 27413944]]",28
ENSMUSG00000031492,8,"[[27368711, 27396791]]",151
ENSMUSG00000031497,8,"[[10006633, 10035438]]",169
ENSMUSG00000031502,8,"[[11199706, 11312826]]",476
ENSMUSG00000031503,8,"[[11312805, 11448313]]",508
ENSMUSG00000031504,8,"[[11454000, 11478710]]",93
ENSMUSG00000031505,8,"[[11497506, 11513042]]",54
ENSMUSG00000031508,8,"[[11612487, 11635757]]",159
ENSMUSG00000031511,8,"[[11727721, 11833089]]",407
ENSMUSG00000031512,8,"[[11840474, 11855702]]",68
ENSMUSG00000031513,8,"[[34137725, 34147033]]",57
ENSMUSG00000031516,8,"[[34090747, 34108796]]",96
ENSMUSG00000031517,8,"[[54954843, 55058926]]",998
ENSMUSG00000031518,8,"[[54600781, 54609946]]",74
ENSMUSG00000031519,8,"[[54550331, 54587358]]",285
ENSMUSG00000031520,8,"[[54077606, 54186065]]",899
ENSMUSG00000031521,8,"[[53511727, 53523273]]",74
ENSMUSG00000031523,8,"[[36570286, 36953143]]",2381
ENSMUSG00000031527,8,"[[35469131, 35496196]]",186
ENSMUSG00000031529,8,"[[34831638, 34965690]]",972
ENSMUSG00000031530,8,"[[34807297, 34818780]]",43
ENSMUSG00000031532,8,"[[34154576, 34170118]]",103
ENSMUSG00000031533,8,"[[22411361, 22429407]]",109
ENSMUSG00000031534,8,"[[22463314, 22476882]]",92
ENSMUSG00000031535,8,"[[22624043, 22627035]]",17
ENSMUSG00000031536,8,"[[22628278, 22653418]]",146
ENSMUSG00000031537,8,"[[22660394, 22706589]]",197
ENSMUSG00000031538,8,"[[22757747, 22782103]]",93
ENSMUSG00000031539,8,"[[22789356, 22805622]]",89
ENSMUSG00000031540,8,"[[22859535, 22940639]]",578
ENSMUSG00000031543,8,"[[22974844, 23148305]]",585
ENSMUSG00000031545,8,"[[23174555, 23208346]]",199
ENSMUSG00000031546,8,"[[23227082, 23237659]]",34
ENSMUSG00000031548,8,"[[23411502, 23446485]]",140
ENSMUSG00000031549,8,"[[24533606, 24576333]]",172
ENSMUSG00000031551,8,"[[24584405, 24597009]]",55
ENSMUSG00000031552,8,"[[24602353, 24674755]]",371
ENSMUSG00000031555,8,"[[24950920, 25016927]]",377
ENSMUSG00000031556,8,"[[25017211, 25022776]]",33
ENSMUSG00000031557,8,"[[25042679, 25102376]]",255
ENSMUSG00000031561,8,"[[48228449, 48843951]]",4145
ENSMUSG00000031562,8,"[[48099092, 48153208]]",324
ENSMUSG00000031563,8,"[[47828721, 47990551]]",894
ENSMUSG00000031565,8,"[[25513654, 25573918]]",261
ENSMUSG00000031568,8,"[[47533664, 47550724]]",102
ENSMUSG00000031570,8,"[[25720037, 25724237]]",22
ENSMUSG00000031574,8,"[[25806555, 25812883]]",20
ENSMUSG00000031575,8,"[[25817404, 25847694]]",163
ENSMUSG00000031576,8,"[[25849623, 25937799]]",504
ENSMUSG00000031577,8,"[[31150315, 31161870]]",57
ENSMUSG00000031578,8,"[[31160392, 31168764]]",37
ENSMUSG00000031583,8,"[[33236340, 33385527]]",1102
ENSMUSG00000031584,8,"[[33653238, 33697292]]",230
ENSMUSG00000031585,8,"[[33731833, 33776566]]",333
ENSMUSG00000031586,8,"[[33784184, 33929863]]",739
ENSMUSG00000031590,8,"[[41397611, 41417074]]",112
ENSMUSG00000031591,8,"[[41341599, 41374773]]",202
ENSMUSG00000031592,8,"[[41239765, 41332005]]",901
ENSMUSG00000031594,8,"[[41191524, 41215156]]",166
ENSMUSG00000031595,8,"[[40926233, 40990500]]",309
ENSMUSG00000031596,8,"[[40862396, 40916531]]",334
ENSMUSG00000031600,8,"[[40511783, 40545021]]",255
ENSMUSG00000031601,8,"[[40493990, 40515847]]",190
ENSMUSG00000031603,8,"[[40279763, 40308331]]",211
ENSMUSG00000031604,8,"[[64718989, 64733792]]",89
ENSMUSG00000031605,8,"[[64740949, 64850017]]",591
ENSMUSG00000031608,8,"[[57526117, 57653031]]",820
ENSMUSG00000031609,8,"[[57482931, 57487860]]",54
ENSMUSG00000031610,8,"[[57455923, 57477395]]",146
ENSMUSG00000031613,8,"[[56294585, 56320202]]",203
ENSMUSG00000031616,8,"[[77664979, 77724436]]",316
ENSMUSG00000031617,8,"[[77596366, 77610698]]",112
ENSMUSG00000031618,8,"[[76899442, 77242527]]",2189
ENSMUSG00000031621,8,"[[74873173, 74892948]]",86
ENSMUSG00000031622,8,"[[72723285, 72757402]]",113
ENSMUSG00000031626,8,"[[45507788, 45825803]]",2127
ENSMUSG00000031627,8,"[[46739732, 46847046]]",555
ENSMUSG00000031628,8,"[[46617291, 46639457]]",124
ENSMUSG00000031629,8,"[[46552028, 46578365]]",115
ENSMUSG00000031631,8,"[[46151771, 46195329]]",290
ENSMUSG00000031633,8,"[[46207466, 46211284]]",14
ENSMUSG00000031634,8,"[[45975528, 45996785]]",155
ENSMUSG00000031635,8,"[[62057745, 62123118]]",516
ENSMUSG00000031636,8,"[[45885461, 45919011]]",255
ENSMUSG00000031637,8,"[[45999303, 46027314]]",168
ENSMUSG00000031639,8,"[[45396916, 45410619]]",96
ENSMUSG00000031641,8,"[[61487734, 61503208]]",77
ENSMUSG00000031642,8,"[[61223872, 61393834]]",984
ENSMUSG00000031644,8,"[[60993195, 61130154]]",1055
ENSMUSG00000031645,8,"[[45241451, 45262031]]",130
ENSMUSG00000031647,8,"[[60632827, 60671952]]",258
ENSMUSG00000031651,8,"[[43130153, 43141486]]",58
ENSMUSG00000031652,8,"[[86844690, 86885258]]",220
ENSMUSG00000031654,8,"[[87470257, 87472609]]",3
ENSMUSG00000031657,8,"[[88137855, 88170978]]",189
ENSMUSG00000031659,8,"[[88272403, 88327815]]",128
ENSMUSG00000031660,8,"[[88332491, 88362194]]",200
ENSMUSG00000031661,8,"[[88521354, 88592149]]",177
ENSMUSG00000031662,8,"[[88627162, 88636128]]",32
ENSMUSG00000031665,8,"[[89028381, 89044162]]",76
ENSMUSG00000031666,8,"[[91070057, 91122443]]",339
ENSMUSG00000031667,8,"[[91112628, 91199971]]",389
ENSMUSG00000031669,8,"[[95633453, 95643334]]",59
ENSMUSG00000031671,8,"[[95715881, 95718778]]",8
ENSMUSG00000031672,8,"[[95865132, 95888547]]",140
ENSMUSG00000031673,8,"[[102634317, 102785642]]",1003
ENSMUSG00000031681,8,"[[79339652, 79399518]]",335
ENSMUSG00000031682,8,"[[79210653, 79248570]]",196
ENSMUSG00000031683,8,"[[78808214, 78821140]]",83
ENSMUSG00000031684,8,"[[78509352, 78731635]]",1230
ENSMUSG00000031688,8,"[[78434740, 78436645]]",4
ENSMUSG00000031691,8,"[[85036915, 85055444]]",78
ENSMUSG00000031696,8,"[[85261133, 85299802]]",316
ENSMUSG00000031697,8,"[[85299632, 85307707]]",68
ENSMUSG00000031698,8,"[[85325464, 85386345]]",310
ENSMUSG00000031700,8,"[[85492576, 85525623]]",115
ENSMUSG00000031701,8,"[[85539219, 85555344]]",132
ENSMUSG00000031703,8,"[[85718871, 85840921]]",878
ENSMUSG00000031706,8,"[[84066834, 84095963]]",60
ENSMUSG00000031708,8,"[[83571811, 83594484]]",59
ENSMUSG00000031709,8,"[[83165352, 83271607]]",511
ENSMUSG00000031710,8,"[[83290352, 83297968]]",52
ENSMUSG00000031711,8,"[[82764232, 82774160]]",69
ENSMUSG00000031712,8,"[[82331917, 82403222]]",452
ENSMUSG00000031714,8,"[[80766332, 80880519]]",635
ENSMUSG00000031715,8,"[[80701066, 80739497]]",393
ENSMUSG00000031722,8,"[[109575274, 109579172]]",16
ENSMUSG00000031723,8,"[[109565892, 109572856]]",36
ENSMUSG00000031727,8,"[[109494027, 109542401]]",205
ENSMUSG00000031728,8,"[[109705546, 109724615]]",101
ENSMUSG00000031729,8,"[[109672451, 109693260]]",111
ENSMUSG00000031730,8,"[[109594080, 109608673]]",52
ENSMUSG00000031731,8,"[[109778554, 109860192], [109863108, 109863441]]",661
ENSMUSG00000031732,8,"[[109868603, 109940905]]",439
ENSMUSG00000031734,8,"[[91798894, 91802067]]",6
ENSMUSG00000031737,8,"[[92357625, 92375843]]",75
ENSMUSG00000031738,8,"[[92674288, 92679650]]",13
ENSMUSG00000031740,8,"[[92827291, 92852662]]",82
ENSMUSG00000031748,8,"[[93809966, 93968072]]",523
ENSMUSG00000031749,8,"[[110919922, 110970272]]",202
ENSMUSG00000031750,8,"[[110742282, 110805903]]",262
ENSMUSG00000031751,8,"[[93973170, 94012842]]",255
ENSMUSG00000031753,8,"[[110846600, 110882221]]",201
ENSMUSG00000031754,8,"[[94019562, 94037031]]",116
ENSMUSG00000031755,8,"[[94068279, 94098928]]",176
ENSMUSG00000031756,8,"[[116921740, 116940914]]",85
ENSMUSG00000031757,8,"[[94137197, 94138864]]",3
ENSMUSG00000031758,8,"[[116575132, 116732991]]",718
ENSMUSG00000031760,8,"[[94152607, 94154007]]",5
ENSMUSG00000031762,8,"[[94172664, 94173497]]",2
ENSMUSG00000031765,8,"[[94179082, 94180190]]",3
ENSMUSG00000031766,8,"[[94329201, 94365958]]",96
ENSMUSG00000031767,8,"[[114133557, 114152013]]",88
ENSMUSG00000031770,8,"[[94386438, 94395078]]",36
ENSMUSG00000031772,8,"[[112570043, 112881879]]",2063
ENSMUSG00000031774,8,"[[94575640, 94601997]]",146
ENSMUSG00000031775,8,"[[94676166, 94696278]]",63
ENSMUSG00000031776,8,"[[94666600, 94673115]]",40
ENSMUSG00000031778,8,"[[94772009, 94780553]]",18
ENSMUSG00000031779,8,"[[94745590, 94749883]]",12
ENSMUSG00000031780,8,"[[94810453, 94811850]]",2
ENSMUSG00000031781,8,"[[94823100, 94838358]]",84
ENSMUSG00000031782,8,"[[94838321, 94854335]]",83
ENSMUSG00000031783,8,"[[94857450, 94871009]]",40
ENSMUSG00000031785,8,"[[94976993, 95012984]]",67
ENSMUSG00000031786,8,"[[95055103, 95077986]]",74
ENSMUSG00000031787,8,"[[95081186, 95098783]]",37
ENSMUSG00000031788,8,"[[95100672, 95202812]]",417
ENSMUSG00000031789,8,"[[95241197, 95306585]]",222
ENSMUSG00000031790,8,"[[95352268, 95372517]]",58
ENSMUSG00000031791,8,"[[72572055, 72586083]]",58
ENSMUSG00000031792,8,"[[95332284, 95346628]]",67
ENSMUSG00000031796,8,"[[95420667, 95434869]]",61
ENSMUSG00000031799,8,"[[72135229, 72151821]]",75
ENSMUSG00000031803,8,"[[71692607, 71701789]]",32
ENSMUSG00000031805,8,"[[71676296, 71688144]]",26
ENSMUSG00000031807,8,"[[71592176, 71596188]]",6
ENSMUSG00000031808,8,"[[71568882, 71586056]]",46
ENSMUSG00000031809,8,"[[121531026, 121544320]]",15
ENSMUSG00000031812,8,"[[121590361, 121596767]]",18
ENSMUSG00000031813,8,"[[71542930, 71547821]]",7
ENSMUSG00000031816,8,"[[121097865, 121108392]]",25
ENSMUSG00000031818,8,"[[120668222, 120674104]]",23
ENSMUSG00000031819,8,"[[120658092, 120668121]]",46
ENSMUSG00000031820,8,"[[71396861, 71404395]]",23
ENSMUSG00000031821,8,"[[120581689, 120589304]]",25
ENSMUSG00000031822,8,"[[120228456, 120578600]]",749
ENSMUSG00000031823,8,"[[120082543, 120101482]]",54
ENSMUSG00000031824,8,"[[120114152, 120161261]]",130
ENSMUSG00000031825,8,"[[119992438, 120050334]]",146
ENSMUSG00000031826,8,"[[119910360, 119956767]]",189
ENSMUSG00000031827,8,"[[119809930, 119840544]]",99
ENSMUSG00000031828,8,"[[119862272, 119876846]]",51
ENSMUSG00000031831,8,"[[119575235, 119597662]]",76
ENSMUSG00000031832,8,"[[119598614, 119605222]]",7
ENSMUSG00000031833,8,"[[70779417, 70805054]]",55
ENSMUSG00000031834,8,"[[70768693, 70776713]]",5
ENSMUSG00000031835,8,"[[119508782, 119558735]]",207
ENSMUSG00000031837,8,"[[119446719, 119472167]]",58
ENSMUSG00000031839,8,"[[119344488, 119345728]]",5
ENSMUSG00000031840,8,"[[70754679, 70758085]]",7
ENSMUSG00000031841,8,"[[118283733, 119323399]]",4471
ENSMUSG00000031842,8,"[[70723720, 70750104]]",92
ENSMUSG00000031843,8,"[[117792189, 117801943]]",66
ENSMUSG00000031844,8,"[[117701904, 117758942]]",223
ENSMUSG00000031845,8,"[[117095854, 117133257]]",148
ENSMUSG00000031847,8,"[[116971140, 116978959]]",36
ENSMUSG00000031848,8,"[[70673248, 70678448]]",6
ENSMUSG00000031849,8,"[[70373558, 70381929]]",12
ENSMUSG00000031851,8,"[[125730028, 125747763]]",56
ENSMUSG00000031853,8,"[[125910450, 125944980]]",139
ENSMUSG00000031858,8,"[[70019489, 70042734]]",79
ENSMUSG00000031860,8,"[[69832491, 69872084]]",155
ENSMUSG00000031861,8,"[[69822429, 69826601]]",12
ENSMUSG00000031862,8,"[[69791163, 69807526]]",42
ENSMUSG00000031864,8,"[[68793929, 68827430]]",199
ENSMUSG00000031871,8,"[[104101625, 104142995]]",144
ENSMUSG00000031872,8,"[[104170442, 104217264]]",178
ENSMUSG00000031875,8,"[[104339410, 104346763]]",16
ENSMUSG00000031878,8,"[[104511161, 104534637]]",176
ENSMUSG00000031879,8,"[[104639992, 104641965]]",5
ENSMUSG00000031880,8,"[[104628454, 104631327]]",5
ENSMUSG00000031881,8,"[[104602182, 104624396]]",45
ENSMUSG00000031883,8,"[[104534700, 104549676]]",46
ENSMUSG00000031885,8,"[[105170674, 105215969]]",350
ENSMUSG00000031887,8,"[[105258988, 105264609]]",16
ENSMUSG00000031889,8,"[[105225145, 105251681]]",157
ENSMUSG00000031891,8,"[[105518755, 105523416]]",9
ENSMUSG00000031893,8,"[[105827731, 105844621]]",76
ENSMUSG00000031896,8,"[[105932058, 105933862]]",1
ENSMUSG00000031897,8,"[[105935797, 105938444]]",7
ENSMUSG00000031898,8,"[[105973594, 105979429]]",16
ENSMUSG00000031901,8,"[[105991337, 106053526]]",290
ENSMUSG00000031902,8,"[[106058840, 106128039]]",554
ENSMUSG00000031903,8,"[[106150399, 106163333]]",49
ENSMUSG00000031904,8,"[[106168857, 106196635]]",141
ENSMUSG00000031906,8,"[[106255262, 106337988]]",351
ENSMUSG00000031907,8,"[[106415339, 106425564]]",45
ENSMUSG00000031910,8,"[[106870242, 106884247]]",50
ENSMUSG00000031913,8,"[[107031222, 107045137]]",54
ENSMUSG00000031916,8,"[[107048811, 107056689]]",31
ENSMUSG00000031917,8,"[[107056877, 107058493]]",3
ENSMUSG00000031919,8,"[[107061597, 107065644]]",15
ENSMUSG00000031921,8,"[[107070410, 107096547]]",135
ENSMUSG00000031924,8,"[[107150640, 107183665]]",217
ENSMUSG00000031930,8,"[[107436365, 107556983]]",555
ENSMUSG00000031948,8,"[[111993611, 112011323]]",84
ENSMUSG00000031949,8,"[[111968409, 111992302]]",117
ENSMUSG00000031950,8,"[[111940703, 111952402]]",53
ENSMUSG00000031951,8,"[[111913935, 111933881]]",104
ENSMUSG00000031952,8,"[[111889802, 111910447]]",97
ENSMUSG00000031953,8,"[[111866369, 111876750]]",54
ENSMUSG00000031954,8,"[[111768700, 111854291]]",492
ENSMUSG00000031955,8,"[[111710885, 111743809]]",67
ENSMUSG00000031957,8,"[[111686590, 111691010]]",21
ENSMUSG00000031958,8,"[[111627028, 111630374]]",7
ENSMUSG00000031959,8,"[[111450847, 111522092]]",359
ENSMUSG00000031960,8,"[[111033144, 111055201]]",112
ENSMUSG00000031962,8,"[[122847966, 122867020]]",50
ENSMUSG00000031970,8,"[[123505684, 123515463]]",31
ENSMUSG00000031971,8,"[[123842345, 123860209]]",66
ENSMUSG00000031972,8,"[[123892012, 123894751]]",4
ENSMUSG00000031974,8,"[[123954311, 123983122]]",105
ENSMUSG00000031976,8,"[[124023394, 124047303]]",117
ENSMUSG00000031979,8,"[[124520767, 124551489]]",122
ENSMUSG00000031980,8,"[[124556933, 124569706]]",14
ENSMUSG00000031981,8,"[[124576111, 124618505]]",130
ENSMUSG00000031982,8,"[[124722139, 124731936]]",68
ENSMUSG00000031983,8,"[[124637911, 124663369]]",73
ENSMUSG00000031984,8,"[[124839837, 124863120]]",116
ENSMUSG00000031985,8,"[[124863033, 124889312]]",101
ENSMUSG00000031986,8,"[[124897886, 124903460]]",22
ENSMUSG00000031987,8,"[[124910711, 124949324]]",155
ENSMUSG00000032815,8,"[[123268445, 123318576]]",203
ENSMUSG00000032939,8,"[[94214564, 94316974]]",643
ENSMUSG00000033009,8,"[[94037198, 94064337]]",169
ENSMUSG00000033106,8,"[[106201025, 106210933]]",60
ENSMUSG00000033192,8,"[[92855339, 92918216]]",429
ENSMUSG00000033249,8,"[[105269801, 105275655]]",12
ENSMUSG00000033282,8,"[[91220180, 91313262]]",727
ENSMUSG00000033313,8,"[[105264648, 105268979]]",21
ENSMUSG00000033409,8,"[[113643213, 113655461]]",49
ENSMUSG00000033430,8,"[[112011398, 112018231]]",39
ENSMUSG00000033545,8,"[[111536097, 111621650]]",457
ENSMUSG00000033579,8,"[[111346445, 111393824]]",187
ENSMUSG00000033594,8,"[[123233271, 123236233]]",2
ENSMUSG00000033596,8,"[[111273023, 111300222]]",191
ENSMUSG00000033624,8,"[[111094630, 111135009]]",239
ENSMUSG00000033658,8,"[[111008253, 111031751]]",133
ENSMUSG00000033703,8,"[[110882970, 110902459]]",67
ENSMUSG00000033732,8,"[[110810944, 110846776]]",214
ENSMUSG00000033751,8,"[[84831522, 84834423]]",18
ENSMUSG00000033763,8,"[[110721476, 110739074]]",45
ENSMUSG00000033862,8,"[[123224842, 123231728]]",24
ENSMUSG00000033931,8,"[[126949238, 126971071]]",121
ENSMUSG00000033938,8,"[[83566671, 83571562]]",9
ENSMUSG00000033998,8,"[[125995170, 126030382]]",112
ENSMUSG00000034041,8,"[[84701449, 84704304]]",6
ENSMUSG00000034105,8,"[[119761717, 119778416]]",39
ENSMUSG00000034112,8,"[[119700009, 119757483]]",142
ENSMUSG00000034189,8,"[[119564042, 119575183]]",23
ENSMUSG00000034224,8,"[[119480752, 119501698]]",57
ENSMUSG00000034308,8,"[[117662719, 117673689]]",45
ENSMUSG00000034330,8,"[[117498291, 117634824]]",453
ENSMUSG00000034361,8,"[[94532990, 94570075]]",80
ENSMUSG00000034390,8,"[[117257064, 117459379]]",606
ENSMUSG00000034416,8,"[[116995682, 117082449]]",297
ENSMUSG00000034424,8,"[[116982632, 116993537]]",64
ENSMUSG00000034467,8,"[[116504974, 116515720]]",70
ENSMUSG00000034472,8,"[[75213944, 75222245]]",15
ENSMUSG00000034518,8,"[[74993356, 75030030]]",228
ENSMUSG00000034656,8,"[[84338639, 84639705]]",1038
